id_pa;nazwa_podmiotu;rpt_podmiotu;medium;plan_data_oddania;przepustowosc;czy_szkola;wojewodztwo;powiat;kod_terc;gmina;kod_simc;miejscowosc;kod_ulic;ulica;numer_porzadkowy;x92;y92;x84;y84;teryt_g;wkt;ulica_old;teryt_p;teryt_w
681479;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;5H;378306;342358;17,2675520000;50,9352350000;0215011;POINT(378305.991258537 342358.05125229);;0215;02
681481;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;5G;378309;342364;17,2675930000;50,9352890000;0215011;POINT(378309.012043126 342363.986195528);;0215;02
681482;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;5F;378300;342362;17,2674650000;50,9352690000;0215011;POINT(378299.969176136 342361.974161423);;0215;02
696679;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;5A;378292;342375;17,2673470000;50,9353840000;0215011;POINT(378291.981152604 342374.952077158);;0215;02
263940;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;11;378271;342331;17,2670630000;50,9349840000;0215011;POINT(378270.988696375 342330.957135437);;0215;02
263941;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;19;378261;342296;17,2669330000;50,9346680000;0215011;POINT(378261.032304772 342296.045480739);;0215;02
225393;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;17;378264;342305;17,2669720000;50,9347490000;0215011;POINT(378263.983198552 342304.98498461);;0215;02
225392;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;15;378266;342313;17,2669980000;50,9348210000;0215011;POINT(378265.997459125 342312.945512047);;0215;02
1045285;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;13;378269;342322;17,2670380000;50,9349030000;0215011;POINT(378269.02118776 342321.994527412);;0215;02
1045290;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;7;378276;342348;17,2671290000;50,9351380000;0215011;POINT(378276.026642477 342347.966684947);;0215;02
1045297;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;9;378274;342339;17,2671030000;50,9350570000;0215011;POINT(378273.988907407 342339.005724967);;0215;02
1216044;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;29;378244;342239;17,2667100000;50,9341510000;0215011;POINT(378244.018437511 342238.944417809);;0215;02
1216522;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;39;378232;342195;17,2665540000;50,9337530000;0215011;POINT(378232.021263676 342194.960711732);;0215;02
1222144;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;37;378235;342204;17,2665930000;50,9338350000;0215011;POINT(378234.974866504 342204.011358151);;0215;02
1222145;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;31;378242;342230;17,2666840000;50,9340700000;0215011;POINT(378241.980615669 342229.983470314);;0215;02
1219415;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;3B;378333;342404;17,2679210000;50,9356540000;0215011;POINT(378333.003218595 342404.018165636);;0215;02
1219416;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;3D;378319;342395;17,2677250000;50,9355700000;0215011;POINT(378319.017126894 342395.004083557);;0215;02
