id;adres_id;wojewodztwo;powiat;gmina;miejscowosc;miejscowosc_nadrzedna;ulica;nr_domu;x92;y92;nazwa_podmiotu;maksymalna_predkosc;medium;internet_stacjonarny;telefon_stacjonarny;telewizja;wkt;teryt_g;teryt_p;teryt_w
12415;528413;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;CIECHÓW;CIECHÓW;UL. KOŚCIELNA;4;330100;365660;ORANGE POLSKA S.A.;DO 4;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(330100 365660);0218043;0218;02
92834;525948;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;WROCISŁAWICE;WROCISŁAWICE;;21;324461;365524;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(324461 365524);0218043;0218;02
95660;1717757;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;MALCZYCE;MALCZYCE;UL. RÓŻANA;1;324877;375024;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(324877 375024);0218022;0218;02
131487;3917190;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;MROZÓW;MROZÓW;UL. WIDOKOWA;7;345711;371638;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(345711 371638);0218032;0218;02
330143;240095;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MARII SKŁODOWSKIEJ-CURIE;20;332245;368634;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332245 368634);0218043;0218;02
348638;582606;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. WILLOWA;3;332508;368930;NETIA S.A.;POWYŻEJ 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(332508 368930);0218043;0218;02
534698;5255608;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WILKSZYN;WILKSZYN;UL. WIŚNIOWA;17;350294;371357;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(350294 371357);0218032;0218;02
682293;4153778;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;KSIĘGINICE;KSIĘGINICE;UL. MAGNOLIOWA;8;344144;377950;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(344144 377950);0218032;0218;02
709776;228775;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;SZYMANOWICE;SZYMANOWICE;;9;337462;356680;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(337462 356680);0218012;0218;02
753212;1720729;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;SZCZEPANÓW;SZCZEPANÓW;UL. KRÓTKA;8;334576;372450;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(334576 372450);0218043;0218;02
825480;216236;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;MAZUROWICE;MAZUROWICE;UL. KOLEJOWA;8;323236;374982;ORANGE POLSKA S.A.;DO 1;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(323236 374982);0218022;0218;02
850500;240092;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MARII SKŁODOWSKIEJ-CURIE;64;332328;368730;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332328 368730);0218043;0218;02
902794;524844;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WRÓBLOWICE;WRÓBLOWICE;UL. STAWOWA;15;344892;367763;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(344892 367763);0218032;0218;02
947202;240095;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MARII SKŁODOWSKIEJ-CURIE;20;332245;368634;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(332245 368634);0218043;0218;02
970388;239421;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. LEGNICKA;13;331617;369146;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(331617 369146);0218043;0218;02
1049020;528403;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;CIECHÓW;CIECHÓW;UL. JAWOROWA;11;329667;365873;ORANGE POLSKA S.A.;DO 4;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(329667 365873);0218043;0218;02
1077035;4584774;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;KOSTOMŁOTY;KOSTOMŁOTY;UL. SZPITALNA;4A;332958;356181;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332958 356181);0218012;0218;02
1169860;10519472;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WILKSZYN;WILKSZYN;UL. KALINOWA;16;350607;370910;INDEO ANDRZEJ SERBEŃSKI;POWYŻEJ 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(350607 370910);0218032;0218;02
1192353;216128;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;MIECZKÓW;MIECZKÓW;;45;327627;354301;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(327627 354301);0218012;0218;02
1243594;529554;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;JAROSŁAW;JAROSŁAW;;34;326754;358755;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(326754 358755);0218052;0218;02
1265843;2001802;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;KWIETNO;KWIETNO;UL. PRZELOTOWA;3;323519;370438;ORANGE POLSKA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(323519 370438);0218022;0218;02
1267345;582622;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;RZECZYCA;RZECZYCA;UL. ODRZAŃSKA;19;329333;377892;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(329333 377892);0218043;0218;02
1267363;569024;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WILKSZYN;WILKSZYN;UL. GŁÓWNA;2;350924;371507;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(350924 371507);0218032;0218;02
1343075;568897;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;PRĘŻYCE;PRĘŻYCE;;25;347667;377010;ORANGE POLSKA S.A.;DO 4;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(347667 377010);0218032;0218;02
1415226;223024;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;CIECHÓW;CIECHÓW;UL. KOŚCIELNA;1;330067;365755;ORANGE POLSKA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(330067 365755);0218043;0218;02
1486142;521427;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;WICHRÓW;WICHRÓW;;9;329758;354771;ORANGE POLSKA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(329758 354771);0218012;0218;02
1506907;213124;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WILKSZYN;WILKSZYN;UL. KRÓTKA;4;351280;370516;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(351280 370516);0218032;0218;02
1602893;237394;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;KRĘPICE;KRĘPICE;UL. SZKOLNA;10;346931;368870;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(346931 368870);0218032;0218;02
1632754;246316;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WILKSZYN;WILKSZYN;UL. WILKSZYŃSKA;14;350569;371603;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(350569 371603);0218032;0218;02
1652939;529554;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;JAROSŁAW;JAROSŁAW;;34;326754;358755;ORANGE POLSKA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(326754 358755);0218052;0218;02
1654119;1984562;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;KOSTOMŁOTY;KOSTOMŁOTY;UL. RYNEK;22;332743;355859;ORANGE POLSKA S.A.;DO 40;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332743 355859);0218012;0218;02
1732079;568845;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;SZYMANÓW;SZYMANÓW;UL. ŚREDZKA;11;323276;366110;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(323276 366110);0218022;0218;02
1744001;525734;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;LIPNICA;LIPNICA;;21;329926;373472;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(329926 373472);0218043;0218;02
1834892;1720397;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. BIAŁOSKÓRNICZA;22;331817;369002;NETIA S.A.;POWYŻEJ 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(331817 369002);0218043;0218;02
2224987;251587;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;PRZEDMOŚCIE;PRZEDMOŚCIE;;55;336861;371930;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(336861 371930);0218043;0218;02
2386162;242852;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;JAKUBKOWICE;JAKUBKOWICE;;32;335066;357492;ORANGE POLSKA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(335066 357492);0218012;0218;02
2534120;583104;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;KARNICE;KARNICE;;7;323742;362192;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(323742 362192);0218052;0218;02
2544451;8199427;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. CMENTARNA;5;332487;369147;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332487 369147);0218043;0218;02
2589397;215703;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;ZABŁOTO;ZABŁOTO;;44;332625;357652;ORANGE POLSKA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332625 357652);0218012;0218;02
2667256;2001778;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;WILCZKÓW;WILCZKÓW;UL. STRZEGOMSKA;19;325150;371994;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(325150 371994);0218022;0218;02
2758337;528540;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;JAROSTÓW;JAROSTÓW;;5;323046;359532;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(323046 359532);0218052;0218;02
2773433;215233;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MIKOŁAJA KOPERNIKA;50;332415;368599;NETIA S.A.;POWYŻEJ 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(332415 368599);0218043;0218;02
2809311;4143501;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;MIĘKINIA;MIĘKINIA;UL. LIPOWA;40B;341694;371512;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(341694 371512);0218032;0218;02
2812288;249033;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;LUTYNIA;LUTYNIA;UL. KOŚCIUSZKI;63B;344607;365536;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(344607 365536);0218032;0218;02
2842340;250563;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MARII SKŁODOWSKIEJ-CURIE;2A;332112;368575;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332112 368575);0218043;0218;02
2975686;1720397;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. BIAŁOSKÓRNICZA;22;331817;369002;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(331817 369002);0218043;0218;02
3025182;5678483;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WOJNOWICE;WOJNOWICE;UL. GŁÓWNA;4;346070;372646;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(346070 372646);0218032;0218;02
3032303;4640891;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MALCZYCKA;7;331305;369489;ORANGE POLSKA S.A.;DO 30;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(331305 369489);0218043;0218;02
3155846;244157;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;PICHOROWICE;PICHOROWICE;;41;323592;357773;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(323592 357773);0218052;0218;02
3199873;525037;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MALCZYCKA;25;331290;369625;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(331290 369625);0218043;0218;02
3202185;1721175;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;KONARY;KONARY;;18;317280;355927;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(317280 355927);0218052;0218;02
3217495;525824;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚWIĘTE;ŚWIĘTE;;13;336164;370963;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(336164 370963);0218043;0218;02
3253740;6116253;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;LUTYNIA;LUTYNIA;UL. WODNA;13;345820;365693;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(345820 365693);0218032;0218;02
3323834;9975125;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;ŻURAWINIEC;ŻURAWINIEC;UL. SPACEROWA;2;347683;369366;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(347683 369366);0218032;0218;02
3325585;2002061;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;KSIĘGINICE;KSIĘGINICE;UL. WROCŁAWSKA;18;343814;377184;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(343814 377184);0218032;0218;02
3420932;250563;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MARII SKŁODOWSKIEJ-CURIE;2A;332112;368575;NETIA S.A.;POWYŻEJ 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(332112 368575);0218043;0218;02
3432817;575722;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;MROZÓW;MROZÓW;UL. BOLESŁAWA CHROBREGO;30;344710;371440;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(344710 371440);0218032;0218;02
3600114;239419;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. LEGNICKA;31E;331331;369042;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(331331 369042);0218043;0218;02
3718409;529564;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;SOKOLNIKI;SOKOLNIKI;;11;327410;356634;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(327410 356634);0218052;0218;02
3733601;215233;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MIKOŁAJA KOPERNIKA;50;332415;368599;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332415 368599);0218043;0218;02
3769104;2002591;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WOJNOWICE;WOJNOWICE;UL. GŁÓWNA;13;346040;372781;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(346040 372781);0218032;0218;02
3859261;2005681;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;LIPNICA;LIPNICA;;33;329856;373459;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(329856 373459);0218043;0218;02
3936462;244157;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;PICHOROWICE;PICHOROWICE;;41;323592;357773;ORANGE POLSKA S.A.;DO 1;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(323592 357773);0218052;0218;02
4135589;2002429;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;PISARZOWICE;PISARZOWICE;UL. SZKOLNA;9;349639;373625;ORANGE POLSKA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(349639 373625);0218032;0218;02
4275703;1717762;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;MALCZYCE;MALCZYCE;UL. JANA;11;325762;375190;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(325762 375190);0218022;0218;02
4281030;6136507;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;MALCZYCE;MALCZYCE;UL. SADOWA;19;325073;374659;ORANGE POLSKA S.A.;DO 30;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(325073 374659);0218022;0218;02
4333190;223626;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;DAMIANOWO;DAMIANOWO;;18;315334;357393;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(315334 357393);0218052;0218;02
4425391;582734;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;PRZEDMOŚCIE;PRZEDMOŚCIE;;18;337333;371682;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(337333 371682);0218043;0218;02
4430302;223825;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;RÓŻANA;RÓŻANA;;30;319696;358311;ORANGE POLSKA S.A.;DO 1;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(319696 358311);0218052;0218;02
4554911;223825;DOLNOŚLĄSKIE;ŚREDZKI;UDANIN;RÓŻANA;RÓŻANA;;30;319696;358311;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(319696 358311);0218052;0218;02
4672212;2001802;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;KWIETNO;KWIETNO;UL. PRZELOTOWA;3;323519;370438;NETIA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;NIE;NIE;POINT(323519 370438);0218022;0218;02
4782530;223024;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;CIECHÓW;CIECHÓW;UL. KOŚCIELNA;1;330067;365755;NETIA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;NIE;NIE;POINT(330067 365755);0218043;0218;02
4801950;239419;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. LEGNICKA;31E;331331;369042;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(331331 369042);0218043;0218;02
5203368;8199427;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. CMENTARNA;5;332487;369147;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(332487 369147);0218043;0218;02
5415588;223024;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;CIECHÓW;CIECHÓW;UL. KOŚCIELNA;1;330067;365755;"""USŁUGI - HANDEL """"KOMNET"""" KRZYSZTOF SOCHA""";DO 20;KABLOWE PAROWE MIEDZIANE;TAK;NIE;NIE;POINT(330067 365755);0218043;0218;02
5535584;5788958;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;MROZÓW;MROZÓW;UL. PIASTOWSKA;20;344965;371673;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(344965 371673);0218032;0218;02
5607730;1718158;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;MIĘKINIA;MIĘKINIA;UL. LETNIA;10;341520;371323;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(341520 371323);0218032;0218;02
5681878;5968238;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;WILKSZYN;WILKSZYN;UL. ŚWIĘTEGO HUBERTA;18;349577;370992;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(349577 370992);0218032;0218;02
5771823;240092;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MARII SKŁODOWSKIEJ-CURIE;64;332328;368730;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(332328 368730);0218043;0218;02
5828291;8198847;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;CHOMIĄŻA;CHOMIĄŻA;UL. ŚREDZKA;90;326605;374907;ORANGE POLSKA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(326605 374907);0218022;0218;02
5872520;213966;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;ŻURAWINIEC;ŻURAWINIEC;UL. KRÓTKA;8;347529;369963;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(347529 369963);0218032;0218;02
5896190;525037;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MALCZYCKA;25;331290;369625;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(331290 369625);0218043;0218;02
5916028;4640891;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MALCZYCKA;7;331305;369489;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(331305 369489);0218043;0218;02
5996503;1984781;DOLNOŚLĄSKIE;ŚREDZKI;KOSTOMŁOTY;MIECZKÓW;MIECZKÓW;;29;327254;354185;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(327254 354185);0218012;0218;02
6054289;6213512;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;WROCISŁAWICE;WROCISŁAWICE;;9;324560;365533;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(324560 365533);0218043;0218;02
6121204;2004672;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;KRĘPICE;KRĘPICE;UL. WROCŁAWSKA;21;347121;368466;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(347121 368466);0218032;0218;02
6127720;251056;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;BRODNO;BRODNO;;34;331629;376355;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(331629 376355);0218043;0218;02
6272713;5887467;DOLNOŚLĄSKIE;ŚREDZKI;MIĘKINIA;MIĘKINIA;MIĘKINIA;UL. MROZOWSKA;2A;342415;372429;ORANGE POLSKA S.A.;DO 40;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(342415 372429);0218032;0218;02
6321861;4174253;DOLNOŚLĄSKIE;ŚREDZKI;MALCZYCE;CHOMIĄŻA;CHOMIĄŻA;UL. ŚREDZKA;41;327330;374487;TELION SP. Z O.O.;DO 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(327330 374487);0218022;0218;02
6366429;215233;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. MIKOŁAJA KOPERNIKA;50;332415;368599;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(332415 368599);0218043;0218;02
6515355;582606;DOLNOŚLĄSKIE;ŚREDZKI;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;ŚRODA ŚLĄSKA;UL. WILLOWA;3;332508;368930;ORANGE POLSKA S.A.;DO 30;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(332508 368930);0218043;0218;02
