id;adres_id;wojewodztwo;powiat;gmina;miejscowosc;miejscowosc_nadrzedna;ulica;nr_domu;x92;y92;nazwa_podmiotu;maksymalna_predkosc;medium;internet_stacjonarny;telefon_stacjonarny;telewizja;wkt;teryt_g;teryt_p;teryt_w
1267064;195914;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. PAŁACOWA;9;380456;343117;ORANGE POLSKA S.A.;DO 30;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380456 343117);0215011;0215;02
1292328;499028;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. BOLESŁAWA CHROBREGO;41;380825;343227;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(380825 343227);0215011;0215;02
1302577;197629;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;BYSTRZYCA;BYSTRZYCA;UL. BOLESŁAWA CHROBREGO;1;387434;344722;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(387434 344722);0215042;0215;02
1559988;6186229;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;WÓJCICE;WÓJCICE;UL. BYSTRZYCKA;8D;392604;347000;ORANGE POLSKA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(392604 347000);0215033;0215;02
1632011;527685;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;MINKOWICE OŁAWSKIE;MINKOWICE OŁAWSKIE;UL. KOŚCIELNA;11;392273;351524;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(392273 351524);0215033;0215;02
1720322;1782801;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. JÓZEFA BOŻKA;30;383494;353312;NETIA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(383494 353312);0215033;0215;02
1726286;197429;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;STARY GÓRNIK;STARY GÓRNIK;UL. OŁAWSKA;4;383481;344660;ORANGE POLSKA S.A.;DO 4;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(383481 344660);0215042;0215;02
1834397;189190;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. OLEANDRY;2C;380390;344039;NETIA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(380390 344039);0215011;0215;02
1927959;188574;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. POLNA;55;384091;353875;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(384091 353875);0215033;0215;02
2247212;199504;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. LUDWIKA HIRSZFELDA;4E;383822;353441;NETIA S.A.;DO 100;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(383822 353441);0215033;0215;02
2248852;1569682;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. WINCENTEGO WITOSA;27;384493;353755;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(384493 353755);0215033;0215;02
2335246;1543284;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. OKÓLNA;10;379119;343826;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(379119 343826);0215011;0215;02
2364801;524590;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. KAMIENNA;22;380523;342242;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380523 342242);0215011;0215;02
2496364;524414;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;PL. STAROZAMKOWY;8;380438;343050;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(380438 343050);0215011;0215;02
2542533;1780407;DOLNOŚLĄSKIE;OŁAWSKI;DOMANIÓW;GĘSICE;GĘSICE;;13;368130;343988;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(368130 343988);0215022;0215;02
2567631;8196284;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. NADBRZEŻNA;7A;381189;343730;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(381189 343730);0215011;0215;02
2660555;192626;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;BYSTRZYCA;BYSTRZYCA;UL. MŁYNARSKA;8;387838;344722;ORANGE POLSKA S.A.;DO 40;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(387838 344722);0215042;0215;02
2675971;526494;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. STANISŁAWA TOŁPY;3;384277;354619;NETIA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(384277 354619);0215033;0215;02
2676599;6186039;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;ŁĘG;ŁĘG;UL. JAPOŃSKA;6;380537;353458;ACTUS-INFO SP. Z O.O.;POWYŻEJ 100;ŚWIATŁOWODOWE;TAK;NIE;TAK;POINT(380537 353458);0215033;0215;02
2772178;189124;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. LUDWIKA HIRSZFELDA;17;384030;353415;"""TVK"" ELŻBIETA ZJAWIONA";POWYŻEJ 100;KABLOWE WSPÓŁOSIOWE MIEDZIANE;TAK;NIE;TAK;POINT(384030 353415);0215033;0215;02
2846801;6203157;DOLNOŚLĄSKIE;OŁAWSKI;DOMANIÓW;WIERZBNO;WIERZBNO;;96A;372091;341981;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(372091 341981);0215022;0215;02
2909594;182925;DOLNOŚLĄSKIE;OŁAWSKI;DOMANIÓW;DOMANIÓW;DOMANIÓW;;70;368599;338038;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(368599 338038);0215022;0215;02
2950369;186754;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. PARKOWA;13;380248;342247;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380248 342247);0215011;0215;02
2959145;497485;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. OSADNICZA;30;379222;343746;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(379222 343746);0215011;0215;02
3031074;524491;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. 1 MAJA;18;380592;342750;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380592 342750);0215011;0215;02
3033393;195329;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. STAWOWA;9;382301;351845;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(382301 351845);0215033;0215;02
3064400;189190;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. OLEANDRY;2C;380390;344039;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380390 344039);0215011;0215;02
3069177;199504;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. LUDWIKA HIRSZFELDA;4E;383822;353441;ORANGE POLSKA S.A.;DO 30;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(383822 353441);0215033;0215;02
3104517;1614638;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;MINKOWICE OŁAWSKIE;MINKOWICE OŁAWSKIE;UL. KOŚCIELNA;18A;392127;351405;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(392127 351405);0215033;0215;02
3109058;1794034;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;GRĘDZINA;GRĘDZINA;UL. KRÓTKA;4;388657;359623;ORANGE POLSKA S.A.;DO 0;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(388657 359623);0215033;0215;02
3175551;1546137;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. 1 MAJA;38A;380471;342335;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380471 342335);0215011;0215;02
3177506;1799694;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;CHWAŁOWICE;CHWAŁOWICE;UL. GŁÓWNA;24;386170;353976;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(386170 353976);0215033;0215;02
3180130;527933;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;JANIKÓW;JANIKÓW;UL. ZIELONA;2D;385702;346087;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(385702 346087);0215042;0215;02
3191875;1569682;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. WINCENTEGO WITOSA;27;384493;353755;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(384493 353755);0215033;0215;02
3254405;187234;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;BYSTRZYCA;BYSTRZYCA;UL. BOLESŁAWA CHROBREGO;5;387345;344750;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(387345 344750);0215042;0215;02
3325259;200170;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;MIŁOSZYCE;MIŁOSZYCE;UL. RATOWICKA;5;380862;354349;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380862 354349);0215033;0215;02
3326621;203221;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;JANIKÓW;JANIKÓW;UL. ZIELONA;2A;385768;346042;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(385768 346042);0215042;0215;02
3326742;499028;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. BOLESŁAWA CHROBREGO;41;380825;343227;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380825 343227);0215011;0215;02
3348823;3522888;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;MARCINKOWICE;MARCINKOWICE;UL. SPÓŁDZIELCZA;6H;375538;347684;ORANGE POLSKA S.A.;DO 40;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(375538 347684);0215042;0215;02
3358521;186754;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. PARKOWA;13;380248;342247;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(380248 342247);0215011;0215;02
3397502;524414;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;PL. STAROZAMKOWY;8;380438;343050;ORANGE POLSKA S.A.;DO 40;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380438 343050);0215011;0215;02
3478409;1856125;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;GODZIKOWICE;GODZIKOWICE;UL. SOSNOWA;4;381443;339809;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(381443 339809);0215042;0215;02
3548193;189356;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. HUGONA KOŁŁĄTAJA;6;379911;344199;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(379911 344199);0215011;0215;02
3714547;8196284;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. NADBRZEŻNA;7A;381189;343730;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(381189 343730);0215011;0215;02
3838235;3194161;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;CHWAŁOWICE;CHWAŁOWICE;UL. AKACJOWA;13;387609;354863;ORANGE POLSKA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(387609 354863);0215033;0215;02
3845491;6202837;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;GODZIKOWICE;GODZIKOWICE;;48A;381705;339006;ORANGE POLSKA S.A.;DO 60;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(381705 339006);0215042;0215;02
3874605;6185349;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. CICHA;22;383892;353909;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(383892 353909);0215033;0215;02
3910980;199835;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. KRÓTKA;4;381777;351271;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(381777 351271);0215033;0215;02
4060731;6186879;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. KS. JANA TWARDOWSKIEGO;15;378675;344895;ORANGE POLSKA S.A.;DO 4;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(378675 344895);0215011;0215;02
4208716;501822;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. ŁĄKOWA;1;384603;354265;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(384603 354265);0215033;0215;02
4281640;527825;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;JANKOWICE;JANKOWICE;;48;373494;348982;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(373494 348982);0215042;0215;02
4336594;1543284;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. OKÓLNA;10;379119;343826;NETIA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(379119 343826);0215011;0215;02
4430641;195152;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. ODRZAŃSKA;3;381493;351321;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(381493 351321);0215033;0215;02
4456087;194778;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. CYPRIANA KAMILA NORWIDA;19;379083;344232;NETIA S.A.;DO 4;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(379083 344232);0215011;0215;02
4519881;1619456;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;ŚCINAWA;ŚCINAWA;;51;383228;340602;NETIA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(383228 340602);0215042;0215;02
4821614;527891;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;MARCINKOWICE;MARCINKOWICE;UL. NOWA;8;375737;347595;ORANGE POLSKA S.A.;DO 30;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(375737 347595);0215042;0215;02
4853915;189356;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. HUGONA KOŁŁĄTAJA;6;379911;344199;NETIA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(379911 344199);0215011;0215;02
4874223;5345259;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;MARCINKOWICE;MARCINKOWICE;UL. JAWOROWA;2;376042;347994;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(376042 347994);0215042;0215;02
4946733;5667418;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. GIMNAZJALNA;34;383215;353885;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(383215 353885);0215033;0215;02
5037097;178447;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. WARSZAWSKA;3;379624;343886;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(379624 343886);0215011;0215;02
5172131;9236407;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;MARCINKOWICE;MARCINKOWICE;UL. SOKOLA;1;374795;348562;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(374795 348562);0215042;0215;02
5181050;179896;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. BOLESŁAWA CHROBREGO;86;380797;343455;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(380797 343455);0215011;0215;02
5243173;1782801;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. JÓZEFA BOŻKA;30;383494;353312;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(383494 353312);0215033;0215;02
5287929;183569;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. FREZJOWA;83;383304;353677;NETIA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(383304 353677);0215033;0215;02
5460064;186466;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;MARCINKOWICE;MARCINKOWICE;UL. SPÓŁDZIELCZA;37;375965;347608;ORANGE POLSKA S.A.;DO 30;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(375965 347608);0215042;0215;02
5463913;501865;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. OŁAWSKA;261;381810;351702;ORANGE POLSKA S.A.;DO 40;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(381810 351702);0215033;0215;02
5537351;508613;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;SOBOCISKO;SOBOCISKO;;45;372581;345672;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(372581 345672);0215042;0215;02
5565962;188461;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;JELCZ-LASKOWICE;JELCZ-LASKOWICE;UL. MAJOWA;5;384061;354699;NETIA S.A.;DO 6;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(384061 354699);0215033;0215;02
5572970;1747763;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. BOLESŁAWA CHROBREGO;64;380775;343383;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(380775 343383);0215011;0215;02
5605084;6202833;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. OLEANDRY;4B;380381;344103;ORANGE POLSKA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380381 344103);0215011;0215;02
5650616;179896;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. BOLESŁAWA CHROBREGO;86;380797;343455;ORANGE POLSKA S.A.;DO 80;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380797 343455);0215011;0215;02
5776322;524344;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;OŁAWA;OŁAWA;UL. MŁYŃSKA;50;380821;343019;NETIA S.A.;DO 10;KABLOWE PAROWE MIEDZIANE;TAK;NIE;TAK;POINT(380821 343019);0215011;0215;02
5790088;1614470;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;KOPALINA;KOPALINA;UL. GŁÓWNA;18;388714;352582;ORANGE POLSKA S.A.;DO 2;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(388714 352582);0215033;0215;02
5974884;5240237;DOLNOŚLĄSKIE;OŁAWSKI;OŁAWA;MARCINKOWICE;MARCINKOWICE;UL. JAGIELLOŃSKA;28;376085;348161;ORANGE POLSKA S.A.;DO 20;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(376085 348161);0215042;0215;02
6003059;6186039;DOLNOŚLĄSKIE;OŁAWSKI;JELCZ-LASKOWICE;ŁĘG;ŁĘG;UL. JAPOŃSKA;6;380537;353458;ORANGE POLSKA S.A.;DO 8;KABLOWE PAROWE MIEDZIANE;TAK;TAK;TAK;POINT(380537 353458);0215033;0215;02
