id_pa;nazwa_podmiotu;rpt_podmiotu;medium;plan_data_oddania;przepustowosc;czy_szkola;wojewodztwo;powiat;kod_terc;gmina;kod_simc;miejscowosc;kod_ulic;ulica;numer_porzadkowy;x92;y92;x84;y84;teryt_g;wkt;ulica_old;teryt_p;teryt_w
409143;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220034;TRZEBNICA;987383;TRZEBNICA;20291;UL. JULIUSZA SŁOWACKIEGO;1;364887;384987;17,0606400000;51,3154750000;0220033;POINT(364886.981597597 384986.972543594);;0220;02
409135;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220034;TRZEBNICA;987383;TRZEBNICA;20291;UL. JULIUSZA SŁOWACKIEGO;19;364624;384922;17,0568920000;51,3148280000;0220033;POINT(364623.979763949 384921.958408457);;0220;02
1201453;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220034;TRZEBNICA;987383;TRZEBNICA;20291;UL. JULIUSZA SŁOWACKIEGO;14;364595;384938;17,0564700000;51,3149650000;0220033;POINT(364594.98495316 384937.966303224);;0220;02
1525751;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606025;NAMYSŁÓW;499844;SMARCHOWICE WIELKIE;23129;UL. TULIPANOWA;6;353797;408036;16,8920574944;51,5199078883;0220063;POINT(353797 408036);;0220;02
1675770;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606025;NAMYSŁÓW;499844;SMARCHOWICE WIELKIE;23129;UL. TULIPANOWA;1;353769;408034;16,8916549171;51,5198826594;0220063;POINT(353769 408034);;0220;02
1664820;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606025;NAMYSŁÓW;499844;SMARCHOWICE WIELKIE;23129;UL. TULIPANOWA;3;353773;408013;16,8917212658;51,5196949412;0220063;POINT(353773 408013);;0220;02
1635576;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606025;NAMYSŁÓW;499844;SMARCHOWICE WIELKIE;23129;UL. TULIPANOWA;8;353800;408020;16,8921073585;51,5197648524;0220063;POINT(353800 408020);;0220;02
1521786;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606052;WILKÓW;504700;BUKOWIE;8171;UL. KASZTANOWA;1;367362;401967;17,0897958966;51,4687014802;0220063;POINT(367362 401967);;0220;02
1503305;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606052;WILKÓW;504700;BUKOWIE;8171;UL. KASZTANOWA;5A;367508;402004;17,0918834020;51,4690683144;0220063;POINT(367508 402004);;0220;02
1655250;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606052;WILKÓW;504700;BUKOWIE;8171;UL. KASZTANOWA;4;367482;402030;17,0914994251;51,4692959490;0220063;POINT(367482 402030);;0220;02
1635054;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606052;WILKÓW;504700;BUKOWIE;8171;UL. KASZTANOWA;3;367444;401986;17,0909689952;51,4688915062;0220063;POINT(367444 401986);;0220;02
1633747;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606052;WILKÓW;504700;BUKOWIE;8171;UL. KASZTANOWA;5;367504;402015;17,0918217031;51,4691662615;0220063;POINT(367504 402015);;0220;02
1668690;FIBEE I sp. z o.o.;;światłowodowe;20220630;;0;OPOLSKIE;NAMYSŁOWSKI;1606052;WILKÓW;504700;BUKOWIE;8171;UL. KASZTANOWA;2;367443;402016;17,0909433434;51,4691609561;0220063;POINT(367443 402016);;0220;02
369831;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220014;OBORNIKI ŚLĄSKIE;987182;OBORNIKI ŚLĄSKIE;3811;UL. DĘBOWA;35;354082;384195;16,9059810000;51,3056860000;0220013;POINT(354082.015908394 384194.966348639);;0220;02
1154699;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220014;OBORNIKI ŚLĄSKIE;987182;OBORNIKI ŚLĄSKIE;3811;UL. DĘBOWA;37;354099;384168;16,9062360000;51,3054480000;0220013;POINT(354099.028500781 384168.003233364);;0220;02
839555;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220035;TRZEBNICA;881532;KSIĘGINICE;21101;UL. STAWOWA;19;366711;387299;17,0859400000;51,3366900000;0220033;POINT(366710.99069977 387299.015789172);;0220;02
839557;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220035;TRZEBNICA;881532;KSIĘGINICE;21101;UL. STAWOWA;11;366667;387238;17,0853320000;51,3361310000;0220033;POINT(366667.032934439 387237.980439702);;0220;02
1103655;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220035;TRZEBNICA;881532;KSIĘGINICE;21101;UL. STAWOWA;25;366778;387325;17,0868920000;51,3369390000;0220033;POINT(366778.001474507 387324.966092849);;0220;02
1259383;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220035;TRZEBNICA;881532;KSIĘGINICE;21101;UL. STAWOWA;5;366640;387208;17,0849550000;51,3358550000;0220033;POINT(366639.980664299 387207.984681338);;0220;02
592340;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220035;TRZEBNICA;881532;KSIĘGINICE;21101;UL. STAWOWA;23;366764;387302;17,0867000000;51,3367290000;0220033;POINT(366764.023447481 387301.970510326);;0220;02
1254487;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220035;TRZEBNICA;881532;KSIĘGINICE;21101;UL. STAWOWA;17;366742;387281;17,0863920000;51,3365350000;0220033;POINT(366742.014459677 387280.964293409);;0220;02
1244018;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220035;TRZEBNICA;881532;KSIĘGINICE;21101;UL. STAWOWA;9;366696;387225;17,0857530000;51,3360210000;0220033;POINT(366696.028883174 387224.987361186);;0220;02
514068;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883063;PIERWOSZÓW;24364;UL. WIOSENNA;5;366572;377588;17,0875770000;51,2493580000;0220042;POINT(366572.019789571 377587.994399117);;0220;02
514069;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883063;PIERWOSZÓW;24364;UL. WIOSENNA;3;366571;377551;17,0875760000;51,2490250000;0220042;POINT(366570.986089235 377550.979332891);;0220;02
369547;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220014;OBORNIKI ŚLĄSKIE;987182;OBORNIKI ŚLĄSKIE;9101;UL. KOMUNY PARYSKIEJ;1;354229;381569;16,9091620000;51,2821200000;0220013;POINT(354229.025228357 381569.050899082);;0220;02
369548;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220014;OBORNIKI ŚLĄSKIE;987182;OBORNIKI ŚLĄSKIE;9101;UL. KOMUNY PARYSKIEJ;3;354239;381491;16,9093370000;51,2814210000;0220013;POINT(354239.011755509 381491.002748099);;0220;02
302510;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220014;OBORNIKI ŚLĄSKIE;987182;OBORNIKI ŚLĄSKIE;9101;UL. KOMUNY PARYSKIEJ;4;354266;381504;16,9097190000;51,2815450000;0220013;POINT(354266.034749739 381504.02812648);;0220;02
385213;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220014;OBORNIKI ŚLĄSKIE;987182;OBORNIKI ŚLĄSKIE;9101;UL. KOMUNY PARYSKIEJ;2;354260;381557;16,9096110000;51,2820200000;0220013;POINT(354260.009440942 381557.04341605);;0220;02
1154666;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220014;OBORNIKI ŚLĄSKIE;987182;OBORNIKI ŚLĄSKIE;9101;UL. KOMUNY PARYSKIEJ;5;354243;381405;16,9094290000;51,2806490000;0220013;POINT(354242.981273866 381405.004765814);;0220;02
632817;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;882968;KRYNICZNO;26081;UL. ZIELONA;5;364683;371396;17,0628570000;51,1932480000;0220042;POINT(364683.011801608 371395.949870835);;0220;02
872615;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;882968;KRYNICZNO;26081;UL. ZIELONA;7;364672;371430;17,0626870000;51,1935510000;0220042;POINT(364672.025420809 371429.944484468);;0220;02
1142457;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;882968;KRYNICZNO;26081;UL. ZIELONA;6;364706;371424;17,0631750000;51,1935060000;0220042;POINT(364705.979301189 371424.04390741);;0220;02
1152662;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;882968;KRYNICZNO;26081;UL. ZIELONA;8;364677;371447;17,0627520000;51,1937060000;0220042;POINT(364677.01967283 371447.054694314);;0220;02
952018;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;13;363965;376313;17,0507180000;51,2372800000;0220042;POINT(363964.980102164 376312.996045272);;0220;02
956816;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;3;363972;376394;17,0507880000;51,2380100000;0220042;POINT(363972.018256141 376394.014015908);;0220;02
738813;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;15;363975;376303;17,0508650000;51,2371930000;0220042;POINT(363974.981342147 376303.052814241);;0220;02
1163117;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;17;363966;376268;17,0507500000;51,2368760000;0220042;POINT(363966.021320954 376268.027706945);;0220;02
1163116;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;11;363964;376330;17,0506980000;51,2374330000;0220042;POINT(363964.035832332 376330.040729796);;0220;02
1163115;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;9;363964;376339;17,0506940000;51,2375140000;0220042;POINT(363963.995663175 376339.052185813);;0220;02
1163114;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;7;363960;376360;17,0506290000;51,2377010000;0220042;POINT(363960.011574836 376359.959685714);;0220;02
1221685;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;TRZEBNICKI;220042;WISZNIA MAŁA;883005;LIGOTA PIĘKNA;19000;UL. RÓŻANA;5;363960;376404;17,0506120000;51,2380970000;0220042;POINT(363959.993585181 376404.01096382);;0220;02
