id_pa;nazwa_podmiotu;rpt_podmiotu;medium;plan_data_oddania;przepustowosc;czy_szkola;wojewodztwo;powiat;kod_terc;gmina;kod_simc;miejscowosc;kod_ulic;ulica;numer_porzadkowy;x92;y92;x84;y84;teryt_g;wkt;ulica_old;teryt_p;teryt_w
243975;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;29;392108;390844;17,4494110000;51,3739550000;0214083;POINT(392108.023172262 390844.0057895);;0214;02
243978;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;4A;392662;390310;17,4575310000;51,3692590000;0214083;POINT(392662.011212441 390310.041288779);;0214;02
243980;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;4C;392631;390347;17,4570740000;51,3695850000;0214083;POINT(392630.973566236 390346.951288115);;0214;02
244004;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;4H;392575;390411;17,4562510000;51,3701500000;0214083;POINT(392575.028099058 390410.966892905);;0214;02
244008;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;6;392453;390554;17,4544550000;51,3714130000;0214083;POINT(392453.015844203 390554.00542803);;0214;02
244009;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;8;392474;390712;17,4547090000;51,3728380000;0214083;POINT(392474.028112557 390712.048224947);;0214;02
244010;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;4I;392557;390427;17,4559870000;51,3702910000;0214083;POINT(392556.98815104 390427.028448209);;0214;02
244011;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;10C;392380;390648;17,4533780000;51,3722440000;0214083;POINT(392380.025224138 390647.96666927);;0214;02
244012;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;17;392498;390448;17,4551330000;51,3704680000;0214083;POINT(392497.97870192 390447.956921972);;0214;02
244013;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;4F;392597;390386;17,4565740000;51,3699300000;0214083;POINT(392596.988735571 390386.036666922);;0214;02
244015;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;8A;392503;390711;17,4551260000;51,3728340000;0214083;POINT(392503.033305326 390710.992148731);;0214;02
244017;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;29A;392111;390847;17,4494530000;51,3739820000;0214083;POINT(392111.008903626 390846.945543514);;0214;02
244018;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;14;392162;390879;17,4501760000;51,3742800000;0214083;POINT(392162.013687606 390879.010240817);;0214;02
1429014;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;12;392299;390834;17,4521580000;51,3739010000;0214083;POINT(392299.02600536 390833.964315098);;0214;02
1037565;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;25;392409;390548;17,4538250000;51,3713510000;0214083;POINT(392409.034197526 390548.037150177);;0214;02
1037564;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;27C;392209;390734;17,4508950000;51,3729850000;0214083;POINT(392208.998033441 390733.989720223);;0214;02
1037563;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;10B;392380;390648;17,4533780000;51,3722440000;0214083;POINT(392380.025224138 390647.96666927);;0214;02
1037562;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;9;392652;390264;17,4574010000;51,3688430000;0214083;POINT(392651.992306456 390263.9854451);;0214;02
1037560;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;4K;392544;390486;17,4557830000;51,3708190000;0214083;POINT(392544.029332434 390486.024397066);;0214;02
1037528;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214084;TWARDOGÓRA;987390;TWARDOGÓRA;10898;UL. LEŚNA;33;392068;390895;17,4488210000;51,3744060000;0214083;POINT(392068.033108369 390895.011120602);;0214;02
1084577;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214075;SYCÓW;209616;WIOSKA;13184;UL. MODRZEWIOWA;8;411835;385030;17,7342800000;51,3250810000;0214073;POINT(411835.031812097 385029.98317895);;0214;02
229576;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214075;SYCÓW;209616;WIOSKA;13184;UL. MODRZEWIOWA;5;411849;384871;17,7345200000;51,3236540000;0214073;POINT(411849.012756752 384871.054278698);;0214;02
176636;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214055;MIĘDZYBÓRZ;203536;BĄKÓW;99999;;4;399448;394419;17,5538480000;51,4074490000;0214053;POINT(399447.987657733 394419.043418984);;0214;02
176632;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214055;MIĘDZYBÓRZ;203536;BĄKÓW;99999;;1;399530;394296;17,5550620000;51,4063570000;0214053;POINT(399530.00062852 394295.980578627);;0214;02
176633;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214055;MIĘDZYBÓRZ;203536;BĄKÓW;99999;;3;399474;394409;17,5542250000;51,4073630000;0214053;POINT(399474.010914745 394408.965624713);;0214;02
176637;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214055;MIĘDZYBÓRZ;203536;BĄKÓW;99999;;5;399391;394335;17,5530530000;51,4066830000;0214053;POINT(399391.032103335 394334.977900944);;0214;02
1025237;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OLEŚNICKI;214055;MIĘDZYBÓRZ;203536;BĄKÓW;99999;;2;399498;394260;17,5546120000;51,4060280000;0214053;POINT(399497.991215569 394260.022476327);;0214;02
